age,experience,education,job_title,location,company_size,skills,salary
35,7,Bachelor,Product Manager,Remote,Startup (1-50),"Leadership, Python, AWS, Machine Learning, SQL, Communication, JavaScript",85371
41,20,Master,Teacher,Los Angeles,Large (1000+),"JavaScript, Teamwork, PowerPoint, Leadership, AWS, Python, Machine Learning, Financial Modeling",222747
48,10,Bachelor,Nurse,Boston,Startup (1-50),"Machine Learning, Financial Modeling, SQL, Leadership, Excel, AWS, Python, Teamwork",113296
34,35,Bachelor,Financial Analyst,San Francisco,Medium (200-1000),"Machine Learning, PowerPoint, Financial Modeling, Teamwork, Python",279764
55,8,Master,Marketing Manager,Denver,Large (1000+),"JavaScript, Python, AWS, SQL, Financial Modeling, Excel",128645
25,22,Bachelor,Marketing Manager,Denver,Medium (200-1000),"Leadership, Excel, Project Management, SQL, PowerPoint, Python",124306
39,18,Master,Nurse,Denver,Startup (1-50),"Financial Modeling, Excel, Teamwork, Leadership, PowerPoint, Python, JavaScript",171183
35,39,Master,Product Manager,Seattle,Small (50-200),"Excel, Python, Machine Learning, Leadership, Communication",269576
57,1,Bachelor,Product Manager,Los Angeles,Medium (200-1000),"Leadership, Communication, SQL, PowerPoint, Machine Learning, JavaScript, AWS",138772
43,35,Bachelor,Accountant,Remote,Large (1000+),"SQL, Leadership, AWS, JavaScript, PowerPoint",166405
28,21,High School,Accountant,San Francisco,Startup (1-50),"Financial Modeling, Machine Learning, Excel, Communication, JavaScript, Teamwork, AWS, SQL",151363
35,15,Bachelor,Risk Manager,New York,Large (1000+),"Python, AWS, Teamwork, Leadership, JavaScript, Financial Modeling, PowerPoint, SQL",211013
22,2,PhD,UX Designer,Chicago,Medium (200-1000),"PowerPoint, Machine Learning, SQL, AWS, JavaScript",140898
37,9,Bachelor,Sales Executive,Atlanta,Small (50-200),"JavaScript, Communication, Python, AWS, Excel, PowerPoint, Machine Learning",74328
32,3,Bachelor,Doctor,Boston,Medium (200-1000),"Financial Modeling, AWS, Leadership, PowerPoint, Excel, Project Management",99936
55,7,Bachelor,Financial Analyst,Chicago,Small (50-200),"Communication, AWS, SQL, JavaScript, Excel",90094
40,8,Bachelor,Sales Executive,Boston,Startup (1-50),"Teamwork, Leadership, AWS, Communication, Financial Modeling, Project Management, Python, PowerPoint",91763
43,7,Bachelor,DevOps Engineer,San Francisco,Medium (200-1000),"Machine Learning, Financial Modeling, Python, Teamwork, JavaScript, Leadership, PowerPoint",175473
25,31,PhD,Teacher,Denver,Startup (1-50),"AWS, Machine Learning, Leadership, Project Management, Excel, PowerPoint, SQL",177102
40,26,Master,HR Specialist,San Francisco,Startup (1-50),"Financial Modeling, Machine Learning, AWS, JavaScript, Communication, Teamwork",206591
37,33,Bachelor,Medical Technician,Denver,Medium (200-1000),"Machine Learning, JavaScript, Financial Modeling, Teamwork, SQL",239667
55,19,Bachelor,Nurse,Chicago,Large (1000+),"Machine Learning, SQL, PowerPoint, Leadership, Financial Modeling, JavaScript",192240
47,5,High School,Investment Banker,Los Angeles,Medium (200-1000),"PowerPoint, Leadership, Communication, AWS, Teamwork",109132
22,22,Master,UX Designer,Boston,Small (50-200),"SQL, JavaScript, Excel, Machine Learning, Teamwork",211400
23,3,High School,Risk Manager,Austin,Startup (1-50),"SQL, Communication, Leadership, AWS, Machine Learning, PowerPoint, JavaScript, Excel",58616
42,34,Bachelor,DevOps Engineer,Seattle,Large (1000+),"Project Management, AWS, Excel, SQL, JavaScript, Communication, Leadership, Teamwork",261137
38,4,PhD,Accountant,Seattle,Startup (1-50),"JavaScript, PowerPoint, Python, Teamwork, Machine Learning, Project Management",107730
40,26,PhD,Financial Analyst,Los Angeles,Small (50-200),"Project Management, JavaScript, Excel, PowerPoint, Communication, Teamwork, AWS, Financial Modeling",265496
58,35,Bachelor,Investment Banker,Boston,Startup (1-50),"Machine Learning, Teamwork, Excel, PowerPoint, AWS, Project Management, Leadership, SQL",177751
33,22,Bachelor,DevOps Engineer,Los Angeles,Medium (200-1000),"Leadership, AWS, Communication, Python, Project Management, SQL, Teamwork",217094
50,31,Bachelor,Risk Manager,Seattle,Large (1000+),"Excel, Machine Learning, SQL, Financial Modeling, Project Management, Communication, Leadership, PowerPoint",218516
54,14,Bachelor,Product Manager,Los Angeles,Medium (200-1000),"AWS, JavaScript, Financial Modeling, Python, SQL, Excel, Project Management, Communication",199964
25,33,PhD,Nurse,Seattle,Small (50-200),"JavaScript, Excel, Financial Modeling, Project Management, Machine Learning, Teamwork, Communication",320282
35,4,Master,Risk Manager,New York,Medium (200-1000),"Communication, Leadership, AWS, Machine Learning, Financial Modeling, Excel, JavaScript, PowerPoint",161032
25,17,High School,Investment Banker,San Francisco,Large (1000+),"JavaScript, AWS, Financial Modeling, Project Management, Excel, Communication",189244
28,5,Master,Investment Banker,San Francisco,Medium (200-1000),"Financial Modeling, JavaScript, Communication, Python, Project Management, Excel, Machine Learning, PowerPoint",157621
50,36,Bachelor,DevOps Engineer,Chicago,Small (50-200),"AWS, Project Management, Excel, Machine Learning, Leadership",196355
39,6,High School,Software Engineer,Boston,Small (50-200),"Financial Modeling, Communication, Teamwork, PowerPoint, SQL, Excel, AWS",95762
36,6,Bachelor,DevOps Engineer,Boston,Medium (200-1000),"JavaScript, Leadership, PowerPoint, Financial Modeling, Project Management, Teamwork",145073
32,21,Bachelor,Product Manager,Austin,Medium (200-1000),"Python, Leadership, Excel, AWS, JavaScript, Teamwork",145410
39,24,High School,Marketing Manager,Atlanta,Large (1000+),"Teamwork, Financial Modeling, PowerPoint, SQL, AWS, Project Management, Excel, Communication",98847
27,10,Bachelor,Data Scientist,Los Angeles,Small (50-200),"Leadership, JavaScript, Teamwork, SQL, Communication",148068
24,27,Master,Nurse,Atlanta,Medium (200-1000),"Project Management, PowerPoint, SQL, Teamwork, Communication, Machine Learning, Python",181621
50,3,Master,Investment Banker,Atlanta,Small (50-200),"Financial Modeling, PowerPoint, Teamwork, Project Management, Excel",88960
41,37,Master,HR Specialist,Austin,Medium (200-1000),"Teamwork, Machine Learning, SQL, JavaScript, Leadership, Communication, Python, AWS",164305
40,18,Bachelor,Doctor,Denver,Medium (200-1000),"Excel, JavaScript, Project Management, Machine Learning, SQL, Python, Teamwork",160883
38,21,PhD,UX Designer,Boston,Medium (200-1000),"AWS, SQL, Python, PowerPoint, JavaScript",267842
33,36,High School,Medical Technician,Boston,Startup (1-50),"Teamwork, Machine Learning, Python, Communication, Project Management, Financial Modeling, PowerPoint",177627
34,38,Bachelor,HR Specialist,Atlanta,Startup (1-50),"Leadership, PowerPoint, Python, Project Management, Excel, Communication",111882
23,5,Master,Financial Analyst,New York,Small (50-200),"Project Management, Teamwork, Financial Modeling, Leadership, Excel, AWS, PowerPoint",148373
38,13,Bachelor,HR Specialist,Boston,Small (50-200),"Project Management, Machine Learning, Teamwork, Excel, AWS, JavaScript",106497
51,25,Bachelor,Investment Banker,Seattle,Small (50-200),"Python, Excel, JavaScript, Communication, Teamwork",149780
27,11,Bachelor,Data Scientist,Remote,Large (1000+),"Machine Learning, Project Management, PowerPoint, Leadership, SQL, Financial Modeling, Excel, Communication",130005
32,13,Master,Product Manager,Atlanta,Small (50-200),"Financial Modeling, Machine Learning, PowerPoint, Project Management, Python, Leadership, Excel, AWS",121973
45,4,High School,Product Manager,Chicago,Medium (200-1000),"PowerPoint, JavaScript, Financial Modeling, Project Management, Excel, SQL, Communication",91082
46,24,PhD,Medical Technician,Remote,Medium (200-1000),"Python, Teamwork, Project Management, Financial Modeling, Excel, JavaScript, PowerPoint, SQL",204172
23,32,Bachelor,HR Specialist,Atlanta,Startup (1-50),"PowerPoint, Teamwork, JavaScript, SQL, Excel, Leadership",100699
43,27,Bachelor,Sales Executive,San Francisco,Medium (200-1000),"JavaScript, Leadership, SQL, Communication, Machine Learning, Financial Modeling, Project Management, PowerPoint",199018
35,18,Bachelor,Software Engineer,Atlanta,Startup (1-50),"Financial Modeling, Teamwork, Python, JavaScript, Communication, Machine Learning",105130
29,30,Bachelor,Medical Technician,Los Angeles,Medium (200-1000),"Financial Modeling, Communication, Teamwork, SQL, Python",258941
50,15,Master,Nurse,Boston,Large (1000+),"Machine Learning, Project Management, SQL, AWS, Python, Financial Modeling, Excel",266766
27,3,Bachelor,Product Manager,Atlanta,Large (1000+),"PowerPoint, SQL, AWS, Machine Learning, Project Management, Python, Leadership, Teamwork",112985
40,28,High School,Software Engineer,New York,Small (50-200),"Project Management, Excel, Leadership, Teamwork, SQL, Financial Modeling, PowerPoint, Python",197706
44,7,Bachelor,Marketing Manager,Remote,Startup (1-50),"Communication, Project Management, Teamwork, PowerPoint, SQL, Machine Learning, Excel",56274
23,3,Bachelor,Product Manager,Remote,Medium (200-1000),"PowerPoint, Teamwork, Financial Modeling, Project Management, JavaScript, Python",78749
55,30,Master,Data Scientist,Seattle,Startup (1-50),"PowerPoint, Leadership, Communication, Excel, JavaScript",216475
56,15,High School,Investment Banker,Seattle,Startup (1-50),"Financial Modeling, SQL, Machine Learning, Project Management, Python, Communication, Teamwork, Excel",94896
36,33,Bachelor,Product Manager,Austin,Medium (200-1000),"Python, PowerPoint, Financial Modeling, Excel, JavaScript, Project Management, SQL",187942
23,16,Master,Teacher,Boston,Startup (1-50),"Leadership, Communication, PowerPoint, Machine Learning, Python, JavaScript, Teamwork",134484
27,22,High School,Financial Analyst,Atlanta,Large (1000+),"PowerPoint, Financial Modeling, Machine Learning, SQL, Leadership, Teamwork, Communication",111183
40,10,Master,Accountant,Atlanta,Startup (1-50),"Machine Learning, AWS, SQL, JavaScript, Financial Modeling",90010
37,1,Bachelor,Nurse,New York,Large (1000+),"JavaScript, SQL, PowerPoint, Leadership, Communication, AWS, Financial Modeling",147463
45,10,Bachelor,Investment Banker,Austin,Medium (200-1000),"Teamwork, Machine Learning, Python, Financial Modeling, Communication, Project Management, Leadership, PowerPoint",95394
35,24,Master,DevOps Engineer,Seattle,Medium (200-1000),"PowerPoint, Machine Learning, Teamwork, Financial Modeling, Python, JavaScript, Project Management, Excel",236106
36,8,Bachelor,Pharmacist,Denver,Small (50-200),"SQL, Project Management, Excel, Teamwork, Leadership",108067
51,36,Master,Pharmacist,Los Angeles,Small (50-200),"PowerPoint, JavaScript, Teamwork, Financial Modeling, AWS, Communication",355675
44,33,Bachelor,UX Designer,New York,Small (50-200),"Project Management, Financial Modeling, Machine Learning, Excel, Teamwork, Python, Communication",273582
28,33,Master,Medical Technician,Los Angeles,Small (50-200),"PowerPoint, AWS, Python, Financial Modeling, Communication, Leadership, Teamwork, SQL",322652
58,36,Master,Nurse,Seattle,Medium (200-1000),"Python, Project Management, Teamwork, Machine Learning, Communication, PowerPoint, AWS",293973
40,33,Bachelor,Data Scientist,Seattle,Large (1000+),"Machine Learning, SQL, JavaScript, Teamwork, Communication, PowerPoint, AWS",281401
54,0,Bachelor,Software Engineer,Seattle,Large (1000+),"Python, Excel, Teamwork, Communication, AWS, PowerPoint, Financial Modeling",104335
37,16,Bachelor,DevOps Engineer,Denver,Medium (200-1000),"Leadership, Excel, SQL, PowerPoint, Python, Communication, Project Management, Financial Modeling",157542
27,39,Bachelor,HR Specialist,Austin,Large (1000+),"Excel, SQL, Machine Learning, AWS, Python, PowerPoint, Leadership, JavaScript",175989
43,5,Master,HR Specialist,Chicago,Large (1000+),"Leadership, Machine Learning, Python, Financial Modeling, Teamwork",101831
25,18,PhD,Doctor,Austin,Startup (1-50),"Project Management, SQL, Leadership, Teamwork, Communication, Machine Learning, JavaScript, Excel",161038
27,11,Bachelor,Teacher,Boston,Medium (200-1000),"Leadership, Machine Learning, Communication, SQL, Teamwork, Project Management, JavaScript, Python",119094
51,26,Bachelor,DevOps Engineer,Los Angeles,Medium (200-1000),"Excel, AWS, Financial Modeling, PowerPoint, Python, JavaScript, SQL",242423
56,28,Bachelor,Teacher,San Francisco,Large (1000+),"JavaScript, Leadership, Excel, AWS, Communication, Financial Modeling",243044
37,36,Bachelor,Data Scientist,Atlanta,Large (1000+),"AWS, Project Management, JavaScript, Excel, Financial Modeling, Machine Learning, SQL",196294
57,26,High School,DevOps Engineer,Chicago,Large (1000+),"Excel, Project Management, Teamwork, Python, Communication, SQL",169114
48,29,Bachelor,Risk Manager,Atlanta,Medium (200-1000),"Excel, Python, Financial Modeling, SQL, JavaScript, Teamwork, PowerPoint",130715
31,8,Bachelor,Software Engineer,Boston,Small (50-200),"Excel, Communication, Python, JavaScript, Project Management, SQL, Financial Modeling, Teamwork",129668
52,29,Bachelor,Investment Banker,Los Angeles,Large (1000+),"Excel, Communication, SQL, Financial Modeling, Leadership",261145
56,31,Master,Data Scientist,Boston,Startup (1-50),"Communication, PowerPoint, Project Management, SQL, AWS, JavaScript, Teamwork, Python",234498
47,26,PhD,Pharmacist,Denver,Medium (200-1000),"Python, Teamwork, SQL, PowerPoint, Communication, JavaScript",269995
29,13,Bachelor,Investment Banker,Remote,Startup (1-50),"Excel, Python, AWS, Communication, Leadership, Project Management, PowerPoint",75987
31,20,Bachelor,HR Specialist,Atlanta,Startup (1-50),"Leadership, JavaScript, Python, AWS, Financial Modeling, Communication, Project Management, Excel",85862
39,6,Master,UX Designer,Remote,Small (50-200),"Excel, AWS, Leadership, PowerPoint, Python",98101
30,9,Master,Accountant,New York,Medium (200-1000),"Python, Leadership, JavaScript, Communication, Project Management, Teamwork, Machine Learning",189066
30,32,Bachelor,Software Engineer,Boston,Large (1000+),"Excel, Python, Communication, AWS, SQL",294578
39,9,PhD,Marketing Manager,Remote,Small (50-200),"JavaScript, Leadership, Communication, Project Management, Python, Machine Learning, PowerPoint, Teamwork",91251
59,20,Bachelor,Doctor,Remote,Small (50-200),"Financial Modeling, Leadership, Communication, AWS, Machine Learning, SQL",135451
57,20,Master,Sales Executive,San Francisco,Small (50-200),"Excel, Teamwork, Financial Modeling, Python, SQL, Machine Learning",182922
50,33,Bachelor,HR Specialist,Boston,Large (1000+),"Python, Financial Modeling, Machine Learning, Leadership, JavaScript",208994
26,2,Bachelor,DevOps Engineer,Atlanta,Large (1000+),"Teamwork, Communication, Project Management, Leadership, AWS, Machine Learning",97456
57,1,Bachelor,Investment Banker,New York,Startup (1-50),"PowerPoint, Teamwork, SQL, Financial Modeling, Communication, Python, JavaScript, Machine Learning",107895
52,22,Bachelor,Data Scientist,Chicago,Startup (1-50),"AWS, SQL, Python, Machine Learning, Communication, Financial Modeling, Leadership",144712
58,14,PhD,Software Engineer,Seattle,Large (1000+),"Project Management, Teamwork, Financial Modeling, Python, Excel, JavaScript, SQL",265244
53,23,High School,Risk Manager,Remote,Medium (200-1000),"Python, Project Management, JavaScript, AWS, SQL",104127
32,6,Master,Data Scientist,Chicago,Small (50-200),"Machine Learning, Leadership, JavaScript, Teamwork, AWS",121076
35,19,Bachelor,Risk Manager,Seattle,Startup (1-50),"Project Management, Leadership, Machine Learning, SQL, PowerPoint, Communication",121995
57,26,Bachelor,Doctor,Los Angeles,Medium (200-1000),"Communication, SQL, Excel, Python, Leadership, AWS, PowerPoint",256046
28,18,Bachelor,Financial Analyst,Denver,Small (50-200),"JavaScript, Leadership, Excel, Machine Learning, Communication",123695
45,19,Bachelor,Marketing Manager,Austin,Large (1000+),"Python, Machine Learning, Excel, Leadership, AWS, JavaScript, Communication",121853
41,6,High School,Doctor,Chicago,Large (1000+),"PowerPoint, Teamwork, Leadership, Machine Learning, Financial Modeling, Communication, AWS, Project Management",92381
23,16,Bachelor,Accountant,Remote,Large (1000+),"JavaScript, AWS, Project Management, Communication, Python, Financial Modeling",128258
43,39,PhD,Sales Executive,Chicago,Large (1000+),"Excel, AWS, Leadership, Communication, PowerPoint",250828
29,26,Bachelor,Software Engineer,Austin,Medium (200-1000),"PowerPoint, AWS, Project Management, JavaScript, Teamwork",164920
58,25,Bachelor,Teacher,New York,Large (1000+),"AWS, Python, Leadership, Financial Modeling, Machine Learning, SQL, Excel",210389
23,3,Master,Data Scientist,Denver,Small (50-200),"Teamwork, AWS, Leadership, PowerPoint, Machine Learning, Project Management, Excel, JavaScript",119008
45,2,Master,Teacher,New York,Small (50-200),"JavaScript, AWS, Excel, PowerPoint, SQL, Project Management, Financial Modeling",103464
59,4,Master,Medical Technician,Los Angeles,Large (1000+),"Machine Learning, Excel, PowerPoint, SQL, AWS, Communication",198362
22,2,Master,Teacher,Seattle,Medium (200-1000),"AWS, Machine Learning, Communication, SQL, PowerPoint",98302
47,37,Bachelor,Nurse,Austin,Medium (200-1000),"Project Management, AWS, Machine Learning, Leadership, PowerPoint, Python",217470
40,26,Bachelor,Doctor,Atlanta,Large (1000+),"AWS, Financial Modeling, Machine Learning, Teamwork, Communication, JavaScript, Project Management",181161
45,33,Bachelor,Sales Executive,Boston,Small (50-200),"Teamwork, SQL, Excel, Project Management, Leadership",158408
57,4,Bachelor,UX Designer,San Francisco,Medium (200-1000),"JavaScript, Communication, PowerPoint, SQL, Excel, Financial Modeling, Project Management, Leadership",157841
29,22,Bachelor,Marketing Manager,Austin,Large (1000+),"Communication, Python, SQL, Project Management, Machine Learning",136611
51,39,Bachelor,Doctor,Atlanta,Large (1000+),"SQL, JavaScript, Project Management, Machine Learning, Excel, Leadership, Communication",224286
53,22,Master,Investment Banker,Boston,Small (50-200),"Python, Teamwork, Financial Modeling, Machine Learning, Excel, PowerPoint, SQL, Project Management",177190
52,26,Master,Investment Banker,Atlanta,Large (1000+),"PowerPoint, Machine Learning, AWS, SQL, Financial Modeling",182355
50,28,Master,Marketing Manager,New York,Startup (1-50),"Project Management, Machine Learning, Teamwork, JavaScript, SQL, Python, Leadership",192623
41,34,Bachelor,Product Manager,San Francisco,Medium (200-1000),"Project Management, Machine Learning, Excel, JavaScript, Communication, SQL",303471
30,31,Bachelor,Investment Banker,San Francisco,Medium (200-1000),"Leadership, Python, Project Management, Teamwork, PowerPoint, SQL, JavaScript",270362
31,33,PhD,DevOps Engineer,Denver,Large (1000+),"Project Management, Teamwork, JavaScript, AWS, Leadership",342003
27,28,Master,Sales Executive,San Francisco,Small (50-200),"AWS, Python, JavaScript, Teamwork, Financial Modeling, PowerPoint, SQL",220075
31,34,Bachelor,HR Specialist,Chicago,Medium (200-1000),"AWS, JavaScript, Python, Financial Modeling, Leadership, SQL, Excel",144546
39,2,Bachelor,Medical Technician,Boston,Small (50-200),"Communication, SQL, Python, AWS, Financial Modeling, Machine Learning, PowerPoint",102764
51,39,Master,Pharmacist,New York,Startup (1-50),"Teamwork, Machine Learning, Financial Modeling, JavaScript, Python, Communication",360893
23,5,PhD,Product Manager,Chicago,Medium (200-1000),"Machine Learning, Project Management, PowerPoint, Teamwork, Financial Modeling, JavaScript, Excel",148414
52,39,Bachelor,Nurse,Austin,Startup (1-50),"AWS, JavaScript, Machine Learning, SQL, Leadership, Financial Modeling",185076
42,34,Master,Data Scientist,Seattle,Large (1000+),"Financial Modeling, AWS, Communication, Leadership, Excel, SQL, Python, Machine Learning",324369
37,19,Master,Product Manager,Remote,Startup (1-50),"Teamwork, Excel, Project Management, Python, Communication, PowerPoint, AWS, Leadership",129071
50,6,Master,UX Designer,New York,Large (1000+),"Communication, JavaScript, Python, Teamwork, Excel",211237
24,21,High School,Financial Analyst,Seattle,Small (50-200),"AWS, Project Management, Teamwork, Leadership, SQL, PowerPoint",116920
45,17,Bachelor,Product Manager,Atlanta,Medium (200-1000),"Teamwork, Communication, AWS, Python, JavaScript",118734
49,11,Master,Medical Technician,Seattle,Large (1000+),"Financial Modeling, PowerPoint, AWS, Leadership, Communication, SQL",221616
58,26,Master,Sales Executive,San Francisco,Large (1000+),"Machine Learning, Project Management, Excel, Python, AWS",278135
56,3,PhD,Nurse,Chicago,Large (1000+),"Excel, Leadership, PowerPoint, SQL, JavaScript, Python, Teamwork",136953
28,23,Master,HR Specialist,Boston,Medium (200-1000),"Leadership, PowerPoint, Teamwork, JavaScript, Project Management",172682
40,25,Master,Doctor,Boston,Large (1000+),"Financial Modeling, Excel, Communication, AWS, Python, PowerPoint",311757
50,25,Master,Pharmacist,San Francisco,Small (50-200),"SQL, PowerPoint, Communication, Excel, AWS, Machine Learning, Teamwork",300089
52,4,Master,HR Specialist,San Francisco,Small (50-200),"SQL, Teamwork, Machine Learning, PowerPoint, Excel, Communication, Leadership, Project Management",136114
41,33,Master,Software Engineer,New York,Medium (200-1000),"AWS, Project Management, PowerPoint, SQL, Teamwork, Leadership, JavaScript",358526
36,8,Master,Doctor,Atlanta,Startup (1-50),"Teamwork, Leadership, Machine Learning, JavaScript, Project Management, Excel",85929
23,25,PhD,Marketing Manager,Seattle,Large (1000+),"JavaScript, Project Management, Leadership, Financial Modeling, AWS",246344
55,27,Master,Marketing Manager,New York,Large (1000+),"Leadership, Teamwork, Python, Machine Learning, Excel, AWS, JavaScript, SQL",261003
37,23,Bachelor,Investment Banker,Remote,Medium (200-1000),"PowerPoint, Python, SQL, Leadership, Project Management, Machine Learning",113925
44,32,Bachelor,Pharmacist,Denver,Startup (1-50),"Communication, Teamwork, Financial Modeling, AWS, PowerPoint, Project Management",169251
52,23,Bachelor,HR Specialist,Austin,Large (1000+),"Project Management, SQL, Leadership, Python, Teamwork, Financial Modeling, JavaScript",127638
25,4,High School,Data Scientist,San Francisco,Large (1000+),"Leadership, Teamwork, Machine Learning, Financial Modeling, Python, SQL, AWS, Communication",152997
29,36,Bachelor,Medical Technician,Seattle,Small (50-200),"Financial Modeling, AWS, Teamwork, Excel, Machine Learning, JavaScript, Project Management",240710
29,0,Master,Marketing Manager,Seattle,Large (1000+),"Financial Modeling, Project Management, Excel, AWS, PowerPoint",102662
46,27,Bachelor,Data Scientist,Denver,Startup (1-50),"Project Management, Python, Leadership, Machine Learning, SQL, JavaScript, AWS",163223
55,10,Master,Software Engineer,Remote,Medium (200-1000),"PowerPoint, Machine Learning, Project Management, AWS, Teamwork",123751
43,14,Master,UX Designer,Austin,Small (50-200),"Excel, Python, Project Management, Leadership, JavaScript, Communication, PowerPoint",141411
59,9,Bachelor,Software Engineer,Austin,Medium (200-1000),"AWS, JavaScript, Financial Modeling, Excel, Leadership, Python, SQL, Project Management",112205
39,34,Master,Sales Executive,Denver,Medium (200-1000),"Python, Teamwork, SQL, Project Management, Financial Modeling",193553
41,20,Bachelor,Data Scientist,Remote,Small (50-200),"PowerPoint, Machine Learning, Python, AWS, Teamwork, Financial Modeling, SQL, JavaScript",124145
39,9,Bachelor,Software Engineer,Seattle,Startup (1-50),"Communication, Teamwork, JavaScript, PowerPoint, Project Management",113782
58,0,Bachelor,Pharmacist,Seattle,Medium (200-1000),"Financial Modeling, Leadership, Excel, Project Management, SQL",78966
34,6,Master,Accountant,New York,Medium (200-1000),"Excel, AWS, SQL, Leadership, Financial Modeling",165447
44,26,Bachelor,Investment Banker,Denver,Startup (1-50),"Machine Learning, SQL, AWS, JavaScript, Financial Modeling, Project Management",134377
57,19,PhD,Software Engineer,Chicago,Medium (200-1000),"Financial Modeling, Project Management, Communication, PowerPoint, JavaScript, Leadership, Teamwork, AWS",204052
40,8,Bachelor,Sales Executive,Remote,Startup (1-50),"Teamwork, AWS, Leadership, Python, Financial Modeling",62882
41,8,Master,Pharmacist,Los Angeles,Startup (1-50),"Project Management, Python, Machine Learning, Teamwork, PowerPoint, Financial Modeling, Excel",160825
43,7,Bachelor,Nurse,Remote,Large (1000+),"PowerPoint, Python, Project Management, Machine Learning, SQL",115191
34,32,Bachelor,Medical Technician,Denver,Startup (1-50),"Project Management, Excel, PowerPoint, SQL, Communication, Python",194793
57,1,Bachelor,Financial Analyst,Austin,Small (50-200),"JavaScript, SQL, Teamwork, PowerPoint, Machine Learning, Excel, Project Management, Python",77189
41,25,High School,Risk Manager,Austin,Large (1000+),"Leadership, Machine Learning, Teamwork, Python, Excel, JavaScript, Project Management, SQL",133875
51,2,Bachelor,Accountant,Atlanta,Large (1000+),"SQL, Machine Learning, Teamwork, PowerPoint, Excel, Leadership, Python",82682
51,30,Bachelor,Nurse,Remote,Small (50-200),"SQL, JavaScript, Teamwork, Python, Excel, Project Management, AWS, Leadership",155296
33,2,Master,Product Manager,Denver,Startup (1-50),"JavaScript, AWS, Project Management, Teamwork, Leadership, SQL",98350
23,31,Bachelor,Sales Executive,Chicago,Small (50-200),"Teamwork, Excel, Financial Modeling, Python, Project Management, SQL, PowerPoint, Leadership",137637
59,14,Bachelor,Investment Banker,Austin,Medium (200-1000),"PowerPoint, Project Management, Machine Learning, Teamwork, Python",111427
47,31,Bachelor,Risk Manager,New York,Small (50-200),"Project Management, AWS, Excel, Machine Learning, Teamwork",209448
22,22,Bachelor,DevOps Engineer,San Francisco,Startup (1-50),"Machine Learning, Excel, PowerPoint, Project Management, SQL, Python",194009
44,4,Bachelor,Accountant,New York,Medium (200-1000),"Machine Learning, Excel, Leadership, PowerPoint, Python, JavaScript, AWS, Communication",134356
34,4,Bachelor,Accountant,Remote,Medium (200-1000),"Leadership, Python, Communication, Project Management, JavaScript, Machine Learning, Teamwork",76656
52,34,Bachelor,Data Scientist,Chicago,Small (50-200),"Python, Communication, SQL, Teamwork, Machine Learning",176868
54,13,Master,DevOps Engineer,Los Angeles,Startup (1-50),"PowerPoint, Teamwork, Excel, JavaScript, Python",175889
54,8,Master,Medical Technician,Denver,Small (50-200),"Excel, SQL, Teamwork, Leadership, Project Management, JavaScript, AWS",124426
32,28,Master,UX Designer,Denver,Startup (1-50),"SQL, AWS, Excel, Financial Modeling, Python, PowerPoint, Teamwork",191753
32,8,Master,UX Designer,Chicago,Small (50-200),"SQL, AWS, Leadership, Excel, JavaScript, Machine Learning",139802
41,36,Bachelor,Accountant,Austin,Small (50-200),"Python, Teamwork, Project Management, JavaScript, AWS, Excel, Machine Learning, Communication",153014
46,10,Master,Product Manager,Denver,Startup (1-50),"Leadership, Teamwork, Communication, Project Management, PowerPoint, AWS",133055
44,23,Bachelor,Investment Banker,Chicago,Startup (1-50),"Financial Modeling, Teamwork, Leadership, Python, JavaScript",120187
33,24,Bachelor,Accountant,Seattle,Large (1000+),"Project Management, Communication, Python, JavaScript, Leadership, PowerPoint",199808
56,39,Bachelor,Software Engineer,Remote,Startup (1-50),"Teamwork, Python, Machine Learning, Communication, Financial Modeling, JavaScript, PowerPoint",158003
47,31,Bachelor,Risk Manager,Chicago,Large (1000+),"Excel, Python, Leadership, AWS, Financial Modeling, Project Management",184037
34,29,Master,Medical Technician,New York,Medium (200-1000),"Project Management, JavaScript, AWS, SQL, Python, PowerPoint, Teamwork",347580
27,1,Master,Software Engineer,Boston,Startup (1-50),"SQL, Python, PowerPoint, Excel, Teamwork, Project Management",110195
43,7,High School,Software Engineer,Austin,Large (1000+),"AWS, Leadership, Teamwork, JavaScript, Excel",107017
44,32,PhD,Data Scientist,Seattle,Medium (200-1000),"Financial Modeling, Machine Learning, SQL, JavaScript, Teamwork",314503
40,9,Master,Pharmacist,New York,Startup (1-50),"JavaScript, Teamwork, Leadership, SQL, Python, PowerPoint, Financial Modeling, Communication",184134
42,6,Bachelor,HR Specialist,Denver,Small (50-200),"Machine Learning, Project Management, Financial Modeling, Teamwork, JavaScript, AWS, Communication",87006
31,35,Master,Product Manager,Remote,Large (1000+),"Financial Modeling, Teamwork, PowerPoint, Leadership, Machine Learning, Excel",232756
27,38,PhD,Marketing Manager,Denver,Medium (200-1000),"Financial Modeling, Machine Learning, Communication, JavaScript, AWS, Excel",228090
26,4,Bachelor,Nurse,Chicago,Small (50-200),"JavaScript, Financial Modeling, Python, SQL, Teamwork, Excel",90380
51,19,Bachelor,Medical Technician,Los Angeles,Small (50-200),"Leadership, AWS, Teamwork, Machine Learning, Communication, JavaScript, Python",208454
32,13,High School,Investment Banker,Atlanta,Small (50-200),"Python, Machine Learning, Teamwork, Excel, Project Management, Communication, AWS, PowerPoint",73952
